name,trip_count,route_count,geometry
Electronic City Toll,17,2,POINT (77.66797 12.8458)
Electronic City Wipro Main Gate,341,30,POINT (77.65742 12.83594)
Elgin Floor Mill,256,20,POINT (77.6061 12.95873)
Elmeasure KIADB,4,1,POINT (77.69361 13.15434)
Embassy School,25,7,POINT (77.59548 13.17391)
Eradu Kamba,49,18,POINT (77.45135 12.849)
Eranapalya,4,1,POINT (77.50189 12.97494)
Escorts,621,133,POINT (77.58569 13.10263)
Eshwara Layout,6,2,POINT (77.57564 12.89149)
Eshwara Temple Puttayyanapalya,1,1,POINT (77.41179 12.95336)
Estate Tavarekere,40,7,POINT (77.40404 12.95449)
Exide Gate,103,22,POINT (77.78537 12.83507)
FAZ FARMS,1,1,POINT (77.66747 13.02553)
Fairland Shop,93,7,POINT (77.62531 12.95044)
Fathima Church,649,36,POINT (77.5415 13.05478)
Fire Station Brigade Hulimavu,9,2,POINT (77.59875 12.87196)
Forest Gate,588,89,POINT (77.45971 12.99176)
Form House Gorinabele,2,2,POINT (77.35321 13.04568)
Forum City Apartment,5,1,POINT (77.58754 12.99688)
Forum Mall,705,74,POINT (77.74683 12.95977)
Frazer Town,433,94,POINT (77.61196 13.00115)
Fullinfaws College Yelenahalli,7,2,POINT (77.61615 12.86846)
G Hosahalli,11,3,POINT (77.47847 12.99592)
G Hosahalli Road Junction,8,1,POINT (77.47534 12.98814)
GBJ Colony Gate Doddanekkundi,10,3,POINT (77.69134 12.95753)
GG Palya Toll,1,1,POINT (77.53588 13.03105)
GKVK,4,4,POINT (77.58007 13.07792)
GKVK GATE,1220,222,POINT (77.59245 13.07254)
GKW Layout,15,6,POINT (77.52845 12.96802)
GM Palya,97,10,POINT (77.66605 12.97519)
GM palya,48,9,POINT (77.66618 12.97518)
GPO,85,23,POINT (77.59436 12.98137)
GR Tech Park ITPL,1019,139,POINT (77.74351 12.98666)
GRG Dairy Thirupalya,3,2,POINT (77.67176 12.81863)
GTRE Engine Division,36,14,POINT (77.64942 12.9836)
GVT School Kodiyala Karenahalli,3,1,POINT (77.46575 12.77988)
Gadenahalli,6,3,POINT (77.61752 13.18823)
Gadenahalli Cross,1,1,POINT (77.60323 13.2028)
Gadenahalli Gate,6,3,POINT (77.6195 13.19583)
Gadigaiahana Doddy,6,2,POINT (77.33857 12.85266)
Gadipalya,26,9,POINT (77.52849 12.76631)
Galaxy Paradise (Tent),257,34,POINT (77.62588 12.89167)
Ganagalu,2,1,POINT (77.802 13.04925)
Ganagalu Cross,5,3,POINT (77.79768 13.04599)
Ganagaluru,4,2,POINT (77.85165 12.91118)
Ganagaluru Circle,30,12,POINT (77.85016 12.89332)
Ganagaluru Cross,35,9,POINT (77.86169 12.91382)
Ganakal,58,15,POINT (77.51231 12.89801)
Ganakal2,81,3,POINT (77.51221 12.89789)
Ganapathi Enclave,2,2,POINT (77.64092 12.94739)
Ganapathi Layout (JK Store),5,3,POINT (77.45306 13.04884)
Ganapathi Layout 1st Stage(LDVG),6,4,POINT (77.45596 13.04795)
Ganapathi Layout(JK Store),1,1,POINT (77.45279 13.0488)
Ganapathi Nagara Raghavendra Badavane,38,7,POINT (77.49701 13.07897)
Ganapathihalli,47,8,POINT (77.39531 12.91791)
Ganapathipura,11,5,POINT (77.57192 12.89338)
Gandhi Bazaar,220,12,POINT (77.57014 12.94622)
Gandhi Circle Magadi,4,1,POINT (77.23518 12.95759)
Gandhi Farm Gate,2,1,POINT (77.49762 12.64482)
Gandhi Grama,2,1,POINT (77.3392 13.04717)
Gandhi Nagara,238,44,POINT (77.50452 12.79019)
Gandhi School,8,1,POINT (77.56791 12.98812)
Gandhipura,11,3,POINT (77.75239 12.96968)
Ganesh Mantapa,1,1,POINT (77.64734 13.01818)
Ganesha Bhavan,394,28,POINT (77.56426 12.94411)
Ganesha Circle Vaddarahalli,25,10,POINT (77.45495 13.02569)
Ganesha Gudi Nelamangala,109,18,POINT (77.39293 13.08363)
Ganesha Temple Bettanahalli,5,4,POINT (77.58525 13.21135)
Ganesha Temple Chandra Layout,197,36,POINT (77.52876 12.95803)
Ganesha Temple Mahalakshmi Layout,201,15,POINT (77.54313 13.00868)
Ganesha Temple Mahalaskhmi Layout,278,23,POINT (77.5432 13.00862)
Ganesha Temple Sahakara Nagara,99,19,POINT (77.58561 13.06342)
Ganesha Temple Tavarekere,228,55,POINT (77.40326 12.96708)
Ganesha Temple Thippasandra,100,14,POINT (77.65412 12.97206)
Ganesha Temple Vasanthanagara,173,9,POINT (77.59216 12.99516)
Ganga International School,469,20,POINT (77.49633 13.02827)
Gangadaranapalya,1,1,POINT (77.37612 13.12071)
Gangadhara Kalyana Mantapa,325,19,POINT (77.51137 13.08)
Gangamma Circle,1077,80,POINT (77.54635 13.05769)
Gangamma Temple Maralawadi Road,2,1,POINT (77.499 12.6363)
Gangappanahalli,65,14,POINT (77.35131 12.95852)
Gangapura,1,1,POINT (77.6074 13.153)
Gangasandra,31,7,POINT (77.47075 12.84622)
Gangavara,6,3,POINT (77.76347 13.15294)
Gangenahalli,225,23,POINT (77.39188 12.98369)
Gangenahalli Cross,114,19,POINT (77.39994 12.97287)
Gangenahalli Junction,4,2,POINT (77.38713 12.98348)
Gangodahalli Cross (Vaikunta Bar),29,5,POINT (77.46453 13.029)
Gangodahalli Cross 1(Vaikunta Bar),37,6,POINT (77.46448 13.02898)
Gangondanahalli,103,9,POINT (77.46776 13.02162)
Gangondanahalli Masjid,1,1,POINT (77.52684 12.94965)
Gangothri Circle,4,1,POINT (77.61299 12.91965)
Ganigarahalli,30,5,POINT (77.5106 13.08919)
Ganigarapalya,40,7,POINT (77.53297 12.87618)
Ganigarapalya Cross Yantaganahalli,4,3,POINT (77.35991 13.06567)
Ganjalahalli,4,2,POINT (77.90164 13.15249)
Gantaganahalli,4,2,POINT (77.58862 13.14336)
Gantakana Doddy Cross,118,12,POINT (77.48828 12.74144)
Garden City College TC Palya,18,6,POINT (77.70712 13.02443)
Garments Factory Borugunte,103,22,POINT (77.7829 12.84552)
Garuda Mall,428,70,POINT (77.61066 12.97026)
Garudacharpalya,427,107,POINT (77.70172 12.99388)
Garudappa Circle Thigalarapalya,421,19,POINT (77.48413 13.01568)
Garvebhavipalya,1109,151,POINT (77.63566 12.8964)
Gas Factory Kempalinganahalli,9,5,POINT (77.3641 13.09248)
Gattahalli,5,3,POINT (77.70359 12.86832)
Gattigerepalya,39,6,POINT (77.50221 12.88356)
Gavi Gangadareshwara Temple,4,3,POINT (77.56258 12.94915)
Gavinagamangala Gate,3,1,POINT (77.24346 12.93611)
Gaviyanapalya,7,1,POINT (77.46995 12.84097)
Gaviyappa Thimayya Layout,6,2,POINT (77.53175 12.91383)
Gayathri Nagara,50,6,POINT (77.55996 12.99824)
Gayathri Nagara Cross,110,16,POINT (77.38348 13.01495)
Geddalahalli,747,101,POINT (77.57751 13.03077)
Geddalapura,5,4,POINT (77.84059 12.9956)
Geetanjali Layout,42,22,POINT (77.65482 12.97691)
Gejjagadahalli Cross,2,2,POINT (77.49757 13.2359)
Gejjagalpalya,3,3,POINT (77.31326 13.03034)
Gejjigadahalli,2,2,POINT (77.42893 13.06085)
Gejjigadahalli Colony,2,2,POINT (77.43045 13.06533)
Geleyara Balaga Extension Rajajinagara,29,5,POINT (77.54112 13.00595)
Geleyara Balaga Layout,10,3,POINT (77.50585 13.0712)
Genius Global School Kodathi,9,2,POINT (77.7167 12.87841)
Gerahalli,105,14,POINT (77.39068 13.03738)
Gerupalya,126,47,POINT (77.44429 12.88772)
Ghati Subramanya,16,2,POINT (77.52866 13.40789)
Gidadakonenahalli,12,2,POINT (77.48929 12.97373)
Gidadakonenahalli Cross,75,8,POINT (77.48786 12.97457)
Gidadapalya,3,2,POINT (77.43733 12.96024)
Giddenahalli,15,4,POINT (77.41865 12.99275)
Girigowdana Doddy,13,6,POINT (77.5234 12.74596)
Girigowdana Doddy Colony,1,1,POINT (77.52342 12.74742)
Girigowdana Doddy Cross,6,2,POINT (77.50956 12.76879)
Girinagara,71,11,POINT (77.54515 12.94315)
Girinagara 2nd Stage,16,6,POINT (77.54535 12.94091)
Girinagara Extension,15,5,POINT (77.53938 12.94112)
Giriyamma Circle,129,9,POINT (77.71378 13.24454)
Giriyappanapalya,2,1,POINT (77.4009 12.881)
Giriyappanapalya Cross,2,1,POINT (77.40381 12.88013)
Glass Factory,819,100,POINT (77.5669 12.87655)
Glass House,16,2,POINT (77.51222 12.90702)
Glass House Halage Vaderahalli,64,2,POINT (77.51215 12.90695)
Gnana Jyothi school,155,22,POINT (77.73915 13.08455)
Gokare,4,3,POINT (77.72681 13.24897)
Gokula,988,99,POINT (77.55725 13.04152)
Golf Club HAL,7,1,POINT (77.65257 12.95262)
Gollahalli,117,38,POINT (77.72504 13.15159)
Gollahalli Cross,56,11,POINT (77.72841 13.1504)
Gollahalli Electronic City,4,2,POINT (77.66902 12.83145)
Gollahallii Road Junction,200,27,POINT (77.48887 12.90758)
Gollarahatti,672,99,POINT (77.47253 12.98864)
Gollarahatti Magadi,1,1,POINT (77.19187 12.88035)
Gollarapalya,40,13,POINT (77.42521 12.80155)
Gongatipura,1,1,POINT (77.47188 12.96223)
Gonighattapura,11,3,POINT (77.7888 12.91374)
Gonighattapura Cross,32,7,POINT (77.79446 12.9128)
Gonipura,46,15,POINT (77.45105 12.8324)
Good Earth Malhar,1,1,POINT (77.46453 12.88563)
Good Earth Villas Cross,21,2,POINT (77.46685 12.89036)
Gopal Estate,3,1,POINT (77.48312 12.818)
Gopalapura,487,45,POINT (77.4263 13.1412)
Gopasandra Cross,18,3,POINT (77.81029 13.22841)
Gopasandra Gate,28,9,POINT (77.72986 12.85252)
Goraguntepalya,1740,221,POINT (77.5395 13.02895)
Goraguntepalya  Ring Road,342,34,POINT (77.53707 13.02997)
Goravanahalli Cross,4,3,POINT (77.35794 13.05626)
Gorinabele Cross,2,2,POINT (77.35263 13.04427)
Goripalya,149,6,POINT (77.55783 12.96355)
Gorivegere Gate,213,34,POINT (77.76046 13.04398)
Gottigehalli,9,4,POINT (77.52612 12.72084)
Gottigehalli Junction,6,3,POINT (77.52949 12.72555)
Gottigere,709,112,POINT (77.58868 12.85518)
Gottigere Nice Road Junction,8,1,POINT (77.58818 12.85081)
Gottipura,3,1,POINT (77.8501 13.1081)
Gottipura Gate,14,6,POINT (77.84653 13.0948)
Govardhan Talkies,1687,202,POINT (77.55274 13.02)
Govindapura,28,6,POINT (77.61892 13.03304)
Govindapura Colony,4,2,POINT (77.85819 13.03063)
Govindapura Cross,437,58,POINT (77.62209 13.03249)
Govindarajanagara,437,42,POINT (77.53666 12.97559)
Govt Film and Television Institute,1,1,POINT (77.46514 13.16733)
Govt First Grade College Bidadi,8,3,POINT (77.38906 12.80684)
Govt Hospital Arakere,16,3,POINT (77.60317 12.88719)
Govt Hospital Vijayapura,108,11,POINT (77.79376 13.29565)
Govt Junior College Chikkaballapura,6,1,POINT (77.73056 13.42953)
Govt Primary School Bommasandra,3,1,POINT (77.69366 12.81707)
Govt School Jakkur,21,8,POINT (77.6062 13.07758)
Govt School Thotada Guddadahalli,46,7,POINT (77.48688 13.07006)
Govt Soap Factory,748,48,POINT (77.55438 13.01309)
Gowdahalli,4,3,POINT (77.52024 13.22737)
Gowdahalli Colony,5,3,POINT (77.43297 13.05021)
Gowdaiahanapalya,3,1,POINT (77.35909 13.03244)
Gowdanapalya,407,47,POINT (77.55608 12.91157)
Gowrava Bhovi Palya,4,2,POINT (77.38891 12.97381)
Gowrava Nagara,361,21,POINT (77.58266 12.88476)
Gowrenahalli,125,9,POINT (77.68131 12.72307)
Grandwell,144,31,POINT (77.73989 13.06318)
Graphite India,796,36,POINT (77.71135 12.97821)
Graphite Junction,222,46,POINT (77.70808 12.98524)
Green Field,9,1,POINT (77.81771 13.28208)
Green Wood High School,103,27,POINT (77.7479 12.90092)
Gruhalakshmi Layout,469,20,POINT (77.50036 13.0299)
Gubbalala,6,2,POINT (77.54123 12.8839)
Gubbalala Gate,408,95,POINT (77.55134 12.88431)
Gubbi Cross,281,65,POINT (77.65167 13.06454)
Guddadahalli,66,19,POINT (77.46224 13.14137)
Guddadahalli Dinne,12,6,POINT (77.34547 12.83337)
Guddahalli,3,1,POINT (77.25913 12.92823)
Guddahatti,5,2,POINT (77.74263 12.80313)
Guddahatti Cross,2,1,POINT (77.74276 12.80604)
Guddahatti Gate,625,46,POINT (77.73576 12.78847)
Guddaiahnapalya 1,5,1,POINT (77.31854 12.92732)
Gudde Devastana Kamalanagara,286,7,POINT (77.53324 12.99533)
Guddegowdana Channohalli,1,1,POINT (77.3512 13.19454)
Gudemaranahalli Hand Post,1,1,POINT (77.26847 13.06399)
Gudipalya,4,3,POINT (77.47901 12.97123)
Gudipalya Cross,6,3,POINT (77.48383 12.78843)
Guduvanahalli Gate,108,11,POINT (77.76368 13.28069)
Guestline Hotel,617,42,POINT (77.7419 12.78673)
Gulaganjahalli,6,3,POINT (77.41877 12.93707)
Gulaganjahalli Cross,103,7,POINT (77.42525 12.94152)
Gulakamale,63,19,POINT (77.52364 12.79762)
Gullahalli Gate,2,1,POINT (77.82961 13.1722)
Gullahatti Kaval,10,3,POINT (77.54704 12.72972)
Gullakaipura,34,8,POINT (77.78159 12.93866)
Gunasheela Hospital,232,34,POINT (77.57646 12.94057)
Gundammanapalya,2,2,POINT (77.32706 13.03019)
Gundammanapalya Colony,2,2,POINT (77.32472 13.03084)
Gundanjaneya Swamy Temple Ravagodlu,19,5,POINT (77.51291 12.74957)
Gundappa Road,302,11,POINT (77.57321 13.04252)
Gundenahalli,21,2,POINT (77.27939 13.19058)
Gundenahalli Cross,29,4,POINT (77.31593 13.20653)
Gundur,35,7,POINT (77.71508 13.08676)
Gundur Colony,9,3,POINT (77.84533 12.87506)
Guni Agrahara,41,8,POINT (77.52788 13.09357)
Gunjurpalya,13,6,POINT (77.71782 12.92213)
Gunjurpalya Gate,21,6,POINT (77.72541 12.91726)
Gunjuru,247,75,POINT (77.73642 12.92119)
Gurappanapalya,702,79,POINT (77.60019 12.91988)
Guravanahalli,2,2,POINT (77.34428 12.97957)
Gurudwara,3,2,POINT (77.62001 12.97604)
Gurudwara/Lido,74,19,POINT (77.6201 12.97506)
Gurukula School Tharahunase,34,12,POINT (77.5989 13.17175)
Guruvanahalli,2,1,POINT (77.36184 13.0501)
Guttepalya,28,13,POINT (77.41149 13.16721)
H Gollahalli,24,8,POINT (77.48013 12.87593)
H Gollahalli Cross,24,8,POINT (77.48162 12.87793)
H Krishnappa Layout,15,6,POINT (77.52981 12.92327)
HAL ARDC,3,3,POINT (77.68871 12.96235)
HAL Gnanajyothi School,2,2,POINT (77.69327 12.96063)
HAL Kalyana Mantap,846,108,POINT (77.68215 12.9546)
HAL LCA,3,2,POINT (77.68209 12.96336)
HAL Main Gate,934,133,POINT (77.66629 12.95852)
HAL Market/SBI Bank,1,1,POINT (77.66621 12.96036)
HAL Museum,1,1,POINT (77.68096 12.95468)
HAL New Public School,2,2,POINT (77.68215 12.95679)
HBR Layout,1163,105,POINT (77.62857 13.03517)
HG Palya,29,4,POINT (77.31523 13.20807)
HMT Auditorium,127,14,POINT (77.54503 13.04918)
HMT Club House,661,61,POINT (77.55068 13.0535)
HMT Layout 8th Mile,469,17,POINT (77.50412 13.03369)
HMT Layout R T Nagara,451,20,POINT (77.59473 13.0247)
HMT Post Office,122,10,POINT (77.54157 13.05066)
HMT Siddarthanagara,9,4,POINT (77.52234 13.05657)
HMT Watch Factory,122,10,POINT (77.53521 13.05046)
HP Petrol Bunk Kakolu,27,16,POINT (77.52096 13.17851)
HRBR 1st Stage,3,3,POINT (77.64744 13.02217)
HRBR Layout Cross,38,9,POINT (77.64321 13.02386)
HSBC,691,95,POINT (77.59902 12.89278)
HSR Lay Out Police Station,148,3,POINT (77.65158 12.92014)
HSR Layout 2nd Sector,7,1,POINT (77.64475 12.91223)
HSR Layout Bescom Office,154,5,POINT (77.64952 12.9119)
HSR Layout KEB,27,8,POINT (77.64963 12.90356)
HSR Layout Petrol Bunk,20,7,POINT (77.65163 12.91976)
HSR Layout Police Station,81,3,POINT (77.65161 12.92025)
Hadohalli,18,3,POINT (77.54401 13.36837)
Hadosiddapura,4,3,POINT (77.70109 12.89493)
Hadripura,1,1,POINT (77.44305 13.25895)
Hagaduru,1,1,POINT (77.75681 12.96581)
Hagalahalli,11,5,POINT (77.33052 12.84916)
Hakki Pikki Colony,6,3,POINT (77.43276 12.95424)
Hakki Pikki Colony Bannerughatta,3,1,POINT (77.55819 12.79826)
Hakki Pikki Colony Cross,37,10,POINT (77.40277 12.83825)
Hakkipikki Colony Cross,6,2,POINT (77.40283 12.83823)
Halage Vaderahalli,116,10,POINT (77.51403 12.92021)
Halanayakanahalli,9,2,POINT (77.6883 12.90147)
Halappanahalli,194,18,POINT (77.77788 13.10203)
Halasahalli,8,2,POINT (77.83551 13.09344)
Halasahalli Cross,67,20,POINT (77.75829 12.9329)
Halasuru,862,180,POINT (77.62949 12.97949)
Halasuru Police Station,390,67,POINT (77.62544 12.97516)
Haldenahalli,80,11,POINT (77.7132 12.72024)
Hale Chandapura,636,52,POINT (77.71143 12.80167)
Hale Ooru,8,3,POINT (77.72307 12.76044)
Halehalli,2,2,POINT (77.75207 12.73817)
Halehalli Cross,2,2,POINT (77.75625 12.73095)
Halenahalli Purushanahalli,1,1,POINT (77.39621 13.22323)
Haleyur,5,1,POINT (77.88961 13.20408)
Halubhavipalya,1,1,POINT (77.41607 12.94203)
Hampapura,10,3,POINT (77.42887 12.83068)
Hampapura Colony Cross,10,3,POINT (77.42294 12.83197)
Hampi Nagara 7th Main,258,9,POINT (77.53757 12.96217)
Hampi Nagara Post Office,249,6,POINT (77.53814 12.96514)
Hampinagara RPC Layout,281,11,POINT (77.53575 12.95872)
Hamsa Farm,281,75,POINT (77.43952 12.98175)
Hancharahalli,3,1,POINT (77.75053 13.09366)
Hancharahalli Circle,3,1,POINT (77.74932 13.091)
Hancharahalli Gate,132,22,POINT (77.74163 13.09178)
Hanchipura,3,2,POINT (77.37219 13.06731)
Handarahalli,4,3,POINT (77.75078 13.12139)
Handenahalli,134,41,POINT (77.84704 12.9584)
Handenahalli Attibele,17,6,POINT (77.76604 12.82534)
Handigutte,2,2,POINT (77.34792 12.98698)
Haniyuru,10,8,POINT (77.5148 13.21315)
Hanuman Temple Beguru,80,19,POINT (77.62476 12.87289)
Hanumanthanagara Ward Office,234,26,POINT (77.56602 12.94339)
Hanumanthegowdanapalya,8,4,POINT (77.34393 13.09337)
Haragadde,149,18,POINT (77.65364 12.76503)
Haragadde Cross,136,13,POINT (77.65404 12.7643)
Haralur Junction,1,1,POINT (77.65824 12.89824)
Haraluru,10,3,POINT (77.66039 12.90149)
Haraluru Cross,3,1,POINT (77.66864 12.91853)
Haraluru Gate,97,6,POINT (77.75166 13.2188)
Harapanahalli,276,47,POINT (77.62341 12.79194)
Harapanahalli Village,5,2,POINT (77.62216 12.79075)
Hari Nagara Cross,394,42,POINT (77.5673 12.87918)
Haridasa Nagara,1,1,POINT (77.52736 12.91848)
Harisandra,2,1,POINT (77.30485 12.78652)
Harisandra Cross,2,1,POINT (77.3059 12.78683)
Harishchandra Ghat,1055,57,POINT (77.56089 12.99695)
Harohalli,232,29,POINT (77.78609 12.95681)
Harohalli Depot,105,7,POINT (77.47822 12.69793)
Harohalli Gate,26,10,POINT (77.73261 12.8652)
Harohalli Palya,5,3,POINT (77.51164 13.1712)
Harohalli Petrol bunk,105,7,POINT (77.47475 12.68707)
Harokyatanahalli,4,1,POINT (77.44734 13.05427)
Hasanath College,10,3,POINT (77.61384 12.97962)
Hasigaala,186,15,POINT (77.77493 13.13523)
Hasiruvalli,1,1,POINT (77.36568 13.19175)
Hasiruvalli Cross,1,1,POINT (77.35785 13.19295)
Hasiruvallipalya,1,1,POINT (77.37139 13.19243)
Havanur Circle,489,24,POINT (77.53807 12.98789)
Hazarath Tippu Nagara,9,4,POINT (77.62978 13.10478)
Head Start School Gate,19,8,POINT (77.73246 12.86118)
Head Start School Kommasandra,7,6,POINT (77.73473 12.86055)
Hebbagodi,974,116,POINT (77.683 12.8257)
Hebbala,2590,276,POINT (77.58951 13.03917)
Hebbala Bridge,2241,218,POINT (77.59145 13.04294)
Heelalige,10,2,POINT (77.70901 12.81784)
Heelalige Cross,57,18,POINT (77.70897 12.80867)
Heggadadevanapura,36,6,POINT (77.45856 13.07598)
Heggadagere,2,1,POINT (77.37653 12.76167)
Heggadagere Cross,7,4,POINT (77.37538 12.75674)
Heggadagere Site,2,1,POINT (77.37899 12.76429)
Hegganahalli,366,42,POINT (77.5046 13.0037)
Hegganahalli Cross,359,39,POINT (77.50404 12.99974)
Hegganahalli Gate,6,3,POINT (77.60468 13.21779)
Heggondanahalli,103,27,POINT (77.74652 12.90591)
Hejjala,32,12,POINT (77.41694 12.85605)
Hejjala Colony,3,1,POINT (77.41548 12.85252)
Hejjala Cross,213,48,POINT (77.4264 12.85539)
Helicopter Division,835,113,POINT (77.67535 12.95662)
Heligehalli,1,1,POINT (77.19268 12.89183)
Heligehalli Colony,1,1,POINT (77.20669 12.87627)
Hemmigepura,24,8,POINT (77.48478 12.88291)
Hennagara,18,5,POINT (77.67303 12.78874)
Hennagara Gate,943,112,POINT (77.69939 12.80586)
Hennur,256,86,POINT (77.64152 13.03941)
Hennur Bande,172,55,POINT (77.64051 13.03665)
Hennur Bande Sai Baba Temple,168,42,POINT (77.6407 13.03665)
Hennur Cross,352,98,POINT (77.63592 13.03157)
Hennur Junction,1242,146,POINT (77.63268 13.02751)
Hennur Petrol Bunk,171,54,POINT (77.6374 13.03299)
Hennuru Junction,177,58,POINT (77.63291 13.0282)
Hennuru Petrol Bunk,85,32,POINT (77.63752 13.03296)
Heritage Estate Rajanukunte,1,1,POINT (77.57764 13.11825)
Herohalli Cross,925,105,POINT (77.4925 12.98726)
Herohalli Cross1,279,44,POINT (77.4924 12.98736)
Herohalli Sunkadakatte,283,15,POINT (77.4876 12.99051)
Hesaraghatta,289,50,POINT (77.47937 13.13781)
Hesaraghatta TB Cross,302,55,POINT (77.48437 13.13047)
Hesaraghatta Workshop,2,1,POINT (77.49844 13.15627)
High Ground Police Station,181,7,POINT (77.59222 12.98885)
High School Sondekoppa,102,13,POINT (77.38464 13.02564)
High School Tharahunase,25,7,POINT (77.59027 13.17701)
Hilal Nagara Cross HBR Layout,1,1,POINT (77.62219 13.02151)
Himagiri,563,88,POINT (77.59055 12.86232)
Hindiganala,2,1,POINT (77.91441 13.22143)
Hinnakki,14,4,POINT (77.68075 12.77773)
Hinnakki Gate,7,1,POINT (77.68416 12.77861)
Hiranandani Villas,364,39,POINT (77.6997 13.23888)
Hirandahalli,85,14,POINT (77.72256 13.04585)
Hittarahalli,2,2,POINT (77.74673 13.12338)
Hittarahalli Gate,119,17,POINT (77.74424 13.12333)
Holiday Village Apartment,5,1,POINT (77.54371 12.86697)
Hombalamma Kere,53,10,POINT (77.22726 12.95216)
Hombalammanapete,1,1,POINT (77.22553 12.94835)
Hommadevanahalli,137,21,POINT (77.59807 12.84446)
Hommadevanahalli Cross,133,20,POINT (77.59734 12.84072)
Hompalaghatta,6,1,POINT (77.69933 12.69539)
Honachenahalli,5,3,POINT (77.85492 13.01845)
Honaganahatti,228,55,POINT (77.42116 12.9742)
Hongasandra,258,35,POINT (77.62618 12.89713)
Hongasandra MICO Layout,9,1,POINT (77.63036 12.88994)
Hongemara Managal,1,1,POINT (77.20237 12.9059)
Hongemara Shivanahalli,13,6,POINT (77.5699 12.72442)
Honnakalasapura Cross,123,8,POINT (77.67656 12.72897)
Honnasandra,6,3,POINT (77.44736 13.11719)
Honnasandra Cross,20,3,POINT (77.44347 13.11049)
Honnavara,2,1,POINT (77.41916 13.22269)
Honnavara Gate,2,1,POINT (77.4281 13.22494)
Honnayyanapalya,2,2,POINT (77.32007 13.03533)
Honnenahalli,294,69,POINT (77.56665 13.16003)
Hoodi,434,108,POINT (77.71576 12.99191)
Hoodi Metro Station,230,43,POINT (77.7115 12.98863)
Hoovinayakanahalli,11,4,POINT (77.68982 13.148)
Hoovinayakanahalli Gate,8,3,POINT (77.68113 13.15575)
Hope Farm,1669,203,POINT (77.75305 12.98376)
Horamavu,49,15,POINT (77.66096 13.02653)
Horamavu Agara,18,6,POINT (77.65485 13.0367)
Horamavu Signal,1147,111,POINT (77.65551 13.01889)
Hosa Doddy Gate,162,26,POINT (77.48742 12.76459)
Hosa Hudya,233,23,POINT (77.55096 13.23658)
Hosa Road,1301,164,POINT (77.65368 12.87033)
Hosa Road FLY,185,13,POINT (77.65297 12.87051)
Hosahalli,220,60,POINT (77.7417 12.92025)
Hosahalli Cross Devanagondi,76,36,POINT (77.82951 12.9747)
Hosahalli Gate (Rathnam Hotel),21,2,POINT (77.2654 13.20446)
Hosahalli Kodagalahatti,11,5,POINT (77.64284 13.14328)
Hosahalli Road Junction,3,2,POINT (77.47537 12.98808)
Hosahallipalya,2,1,POINT (77.45414 13.12758)
Hosakerehalli  Junction,899,54,POINT (77.54342 12.93044)
Hosakerehalli Petrol Bunk,555,44,POINT (77.53936 12.9337)
Hosakote Ayyappa Temple,33,15,POINT (77.787 13.07001)
Hosakote BEO office,355,36,POINT (77.78294 13.07339)
Hosakote Bus Stand (Old),731,68,POINT (77.78704 13.07877)
Hosakote Bus Station (TTMC),350,35,POINT (77.78468 13.07031)
Hosakote Flower Market,633,65,POINT (77.78639 13.07531)
Hosakote Govt Hospital,66,25,POINT (77.80173 13.07772)
Hosakote High School,616,81,POINT (77.78364 13.07048)
Hosakote K E B Circle,469,66,POINT (77.78701 13.07232)
Hosakote Kodi,594,86,POINT (77.76775 13.05627)
